,caption,i-e,s-n,t-f,j-p
17281,Last night in Tokyo 🔥#shotoniphone #iphonexs #tokyo #japan #afterlight,1.0,0.0,0.0,0.0
17282,🤷‍♂️,1.0,0.0,0.0,0.0
17283,Glad påsk #lpl #zeunerts,1.0,0.0,0.0,0.0
17284,💦💦,1.0,0.0,0.0,0.0
17285,"Ikväll ser vi @aof_official i London. Bild med Dallas Green, 2006 😂🔥",1.0,0.0,0.0,0.0
17286,När de enda bilderna man tar är på mat,1.0,0.0,0.0,0.0
17287,Man hinner alltid med ett spel innan jobbet #dandy #tft,1.0,0.0,0.0,0.0
17288,Idag är 8 år sedan Willys i Eskilstuna trodde Tartex var växtgödning 😂😂,1.0,0.0,0.0,0.0
17289,"Troligtvis ett av mina bästa gymrelaterade köp, ipaden.",1.0,0.0,0.0,0.0
17290,How’s your night? #narcon #ncs2019,1.0,0.0,0.0,0.0
17291,När Dandy pillat in en vit Ikea-klämma i subwoofern. Sen har mage att försöka hjälpa till när man skruvat upp den. Dessa djur 😂🙈🤷‍♂️,1.0,0.0,0.0,0.0
17292,Tillfredsställande 🤤🤤,1.0,0.0,0.0,0.0
17293,När man går i högstadiet igen,1.0,0.0,0.0,0.0
17294,Livsnjutaren,1.0,0.0,0.0,0.0
17295,#shotoniphone,1.0,0.0,0.0,0.0
17296,"Idag fyller hon år, min andra hälft, världens bästa @nelscosplay. Grattis 😻❤️😻",1.0,0.0,0.0,0.0
17297,"4 Djur/kvm, det är standard",1.0,0.0,0.0,0.0
17298,Koncentrationen är total @aussienouba,1.0,0.0,0.0,0.0
17299,Dimmigt i afton,1.0,0.0,0.0,0.0
17300,Efter regn kommer solsken #torskpåtallin,1.0,0.0,0.0,0.0
17301,Okynnesbeställde @moment’s 10x Macro förra vecka. Idag kom den och fick en halvtimme på lunchen med den. Den sitter på en iPhone 11.,1.0,0.0,0.0,0.0
17302,Lite svensk sommar,1.0,0.0,0.0,0.0
17303,Semestern slut! 😊,1.0,0.0,0.0,0.0
17304,"Före och efter, nu har vi skjutfönster i uterummet 🔥",1.0,0.0,0.0,0.0
17305,Får väl erkänna telefonen inte riktigt är i samma klass som en systemkamera 😂 detta är det enda bra med att det blir mörkare,1.0,0.0,0.0,0.0
17306,Happy 3rd Birthday to our crazy little Luca!,0.0,1.0,0.0,1.0
17307,Celebrating the resurrection with some smoked ham and good friends. Happy Easter!,0.0,1.0,0.0,1.0
17308,Rough bike commute today.,0.0,1.0,0.0,1.0
17309,Infinity Mirrors exhibit at the Hirshhorn. #infinitymirrors #hirschhorn #kusama #somanydaves #infinitekusama,0.0,1.0,0.0,1.0
17310,New desk mate. WALL-E is a little jealous. #bobafett #legostarwars #lego #starwars #slave1 #nodisintegrations,0.0,1.0,0.0,1.0
17311,Celebrated the 40th Anniversary of Star Wars: A New Hope with a showing at the Air & Space Museum with my coworkers! #theForceAt40 #starwars #starwars40th,0.0,1.0,0.0,1.0
17312,"Sibs.

Props to @rthie330 for the photo.",0.0,1.0,0.0,1.0
17313,Celebrating our seventh year of marriage with a great dinner. Love this girl!,0.0,1.0,0.0,1.0
17314,Beach.,0.0,1.0,0.0,1.0
17315,Coffee Gear for 10 days in 🇨🇦. #aeropress,0.0,1.0,0.0,1.0
17316,Hangin’ out at the park.,0.0,1.0,0.0,1.0
17317,Good hike. Great view.,0.0,1.0,0.0,1.0
17318,Congrats to Mike and Sarah! Was awesome to be in PA over the weekend for their wedding celebration.,0.0,1.0,0.0,1.0
17319,Nice tile work at the 20th St Sightglass. #conferencecoffeebreak #clarity2017,0.0,1.0,0.0,1.0
17320,Swag from @clarity_conf this past week in San Francisco. Great conference on Design Systems. #clarity2017,0.0,1.0,0.0,1.0
17321,Waiting patiently. #ochristmastree,0.0,1.0,0.0,1.0
17322,"Happy Christmas, everyone!",0.0,1.0,0.0,1.0
17323,2017 Strava stats from my first full year biking to work (when it’s warm enough). Hoping to beat these in the New Year! #strava #bikeToWork,0.0,1.0,0.0,1.0
17324,"A lot of change and challenges in 2017, but thankful for a lot of great memories made with family and friends. Happy New Year, all! #2017bestnine",0.0,1.0,0.0,1.0
17325,Valentine’s Day rose for Andrea made from my extra red and green bricks. Happy Valentine’s Day! ❤️ #lego #rose #ValentinesDay #Valentines #HappyValentinesDay,0.0,1.0,0.0,1.0
17326,Great to be back in Cameron for Duke vs. Syracuse today. #LetsGoDuke,0.0,1.0,0.0,1.0
17327,"Celebrated our sweet Elowen’s 1st birthday today! Her smile brightens our spirits even on the toughest days. Also, we’ve officially survived 365 days with two kids! #kids #survival #happybirthday #happy1stbirthday",0.0,1.0,0.0,1.0
17328,Impactful visit to the National Museum of African American History & Culture today.,0.0,1.0,0.0,1.0
17329,"Happy 4th Birthday, Luca! He requested a yellow cake and blue frosting (his two favorite colors) with a circle on top and a square on the bottom.",0.0,1.0,0.0,1.0
17330,"Fun morning with my team! We were able to help out @nationalparkservice with some mulching, weeding, and trash pickup around the Jefferson Memorial for KeyBank’s Neighbors Day. #NeighborsDay #Jefferson",0.0,1.0,0.0,1.0
17331,Biked down to Swing’s today to try out the Bourbon Barrel Nitro Cold Brew. 👌🏻#coldbrew #coldbrewcoffee #nitrocoldbrew #specialtycoffee,0.0,1.0,0.0,1.0
17332,Thankful to have the challenging but joyful privilege of fathering these two jokers. Was great to be able to share the day with my Dad too. Hoping I can live up to his example. #happyfathersday #fatherhoodisdope,0.0,1.0,0.0,1.0
17333,8 married years with Andrea. Still learning and still loving. ❤️ #ocho,0.0,1.0,0.0,1.0
17334,I spent a lot of the 4th recovering from a cold and locking us out of the house in 95 degree heat. It ended with a bang though! 😜 #happy4th #latergram,0.0,1.0,0.0,1.0
17335,"Opening match at Audi Field last night surpassed all my expectations. Definitely some kinks to work out but overall it was worth the 7+ year wait. 
1. Seating angle is super steep. Reminds me of the San Siro in Milan. Not a bad seat in the building.

2. Pupusas are exactly as they were in RFK. Thank you @chefjoseandres for keeping them a part of DCU concessions!

3. I got to sing both the 🇨🇦 and 🇺🇸 anthems since they played against @whitecapsfc. 
4. Oh yeah, and @dcunited won 3-1. Vamos!

#vamosunited #audifield #unitedathome",0.0,1.0,0.0,1.0
17336,"A Concrete Example, 2018. #bikecommutephoto",0.0,1.0,0.0,1.0
17337,Our small HelloWallet mobile team was the best product squad I’ve been a part of. We shipped a lot of great work over the last 3 years. Sad to say farewell to our iOS dev @weensun today but excited for him as he moves on to a new gig!,0.0,1.0,0.0,1.0
17338,Super lucky to be able to visit Apple Park today with some of my team and present our ideas. Unfortunately was not allowed to take photos once we stepped on campus so photos from the Visitor Center will have to do. #applepark #memoji #glass #mothership,0.0,1.0,0.0,1.0
17339,"Luca and I had a blast at the @dcunited Meet the Team event today. Here’s us with Lucho Acosta, the most entertaining player I’ve watched in my 7 years as a United supporter. 
Swipe left for some guy named Wayne Rooney.

#vamosunited #dcunited #waynerooney #audifield #unitedathome",0.0,1.0,0.0,1.0
17340,"Some favorite iPhone shots from our three days in The Emerald City last week. 
Vacationing with small kids isn’t exactly restful (that 3hr time difference didn’t help) but the change of pace from DC life has been relaxing in other ways. 
#travelingwithkids #seattle #shotoniphone #nofilter #spaceneedle #lensflare #gumwall #volunteerpark #duck",0.0,1.0,0.0,1.0
17341,"Visited Vancouver for the first time last week and it quickly vaulted onto my list of favorite cities. There was so much natural beauty to explore and the kids handled all of the walking/hiking/biking pretty well!
#shotoniphone #nofilter #vancouver #travelingwithkids #stanleypark #lynncanyon",0.0,1.0,0.0,1.0
17342,"My favorite coffee experience in Seattle was at @lamarzoccocafe where this great reminder was displayed. Piero’s family has been making espresso machines for almost 100 years. 
They have a great space that they share with a radio station so after I finished drooling over the $5-10K home espresso machines we sipped on a cup from their featured roaster of the month while listening live.

They happened to be featuring @coffeecollectif while we were there which brought back memories of our visit to Copenhagen in 2015!

#coffee #inspiration #specialtycoffee #seattle #seattlecoffee #latergram",0.0,1.0,0.0,1.0
17343,"Lights out on another @dcunited season. Definitely my most memorable year following the team which included the opening of Audi Field and clawing back from last place to host a playoff game. Didn’t expect tonight to be the end but it’s been a fun year regardless. 
I just hope Luca is ok in the morning when I tell him there aren’t any more games until March. 😬

#vamosunited #dcunited #supportlocalsoccer",0.0,1.0,0.0,1.0
17344,Had a blast hangin’ out with @markgdavis and @colvard the last few days at @clarity_conf in NYC. #clarity2018,0.0,1.0,0.0,1.0
17345,"Happy Christmas from 🇨🇦, everyone! 
#nofilter",0.0,1.0,0.0,1.0
17346,"Strava stats compared to 2017: +550 miles, +40 days active, +39h total time

Mostly improved these thanks to a better bike, a slightly longer commute distance, and buying a bike trailer for the kids which led to more weekend rides!

#strava #yearinsport #bikecommute",0.0,1.0,0.0,1.0
17347,Many great experiences and challenges in 2018. Onward to the New Year! #2018bestnine,0.0,1.0,0.0,1.0
17348,Christmas Book Haul.,0.0,1.0,0.0,1.0
17349,One of the hardest “goodbyes” I can remember. I’ve been incredibly fortunate to work with these party people and many others at HelloWallet over the last four years. Thank you. 💙,0.0,1.0,0.0,1.0
17350,"Wrapping up the first week at my new job with @rallyhealth. New people, a new office, and a new commute are always a big adjustment but my team has been really welcoming and I’m already digging into some challenging design problems around improving people’s health!",0.0,1.0,0.0,1.0
17351,Weekend trip to Baltimore for Megan and D’Arice’s wedding. Pumped to have another brother-in-law. Congrats to Mr. and Mr. Carter!,0.0,1.0,0.0,1.0
17352,"Quick day trip down to Durham for Duke vs. Miami. Spent more time in the car than in Durham, but it’s always worth it to watch a game in Cameron. #letsGoDuke #getWellSoonZion",0.0,1.0,0.0,1.0
17353,"I love how wacky and adventurous this girl is. Happy 2nd Birthday, Elowen!",0.0,1.0,0.0,1.0
17354,Spending the next two days working out of the @atlaslocal co-working space while in South Carolina. Mural game = 💪🏻.,0.0,1.0,0.0,1.0
17355,"Luca turned 5 last Saturday! Happy Birthday, buddy!",0.0,1.0,0.0,1.0
17356,"Capped off a weekend away in Richmond by celebrating this woman. Thankful for 💪🏻 mothers, and especially the one in our family. 😍 #HappyMothersDay #NomsWithMoms",0.0,1.0,0.0,1.0
17357,Memorial Day Family Hike at Patapsco #waterfall #deadSnake #hikingWithKids,0.0,1.0,0.0,1.0
17358,Beautiful night for 🇺🇸 ⚽️ in DC.,0.0,1.0,0.0,1.0
17359,Taking the stairs.,0.0,1.0,0.0,1.0
17360,A bunch of #latergrams coming this week from our time in Montréal. First up is some of the great architecture we were able to take in. #montreal #quebec #canada,0.0,1.0,0.0,1.0
17361,"We brought our bikes with us to Montréal and were able to hit up over 30 miles of trails, parks, canals, and even a Formula 1 track. Easily the most bike-friendly city I’ve been to in North America.",0.0,1.0,0.0,1.0
17362,Good times at Carolina Beach last week with fam & friends.,0.0,1.0,0.0,1.0
17363,Goofin’ around.,0.0,1.0,0.0,1.0
17364,"Had a great time on @wabadc’s Cider Ride yesterday. I really enjoyed the route which included a lot of trails I hadn’t been able to ride on yet. The hot cider & fall treats at every pit stop certainly helped too! 🥧 🍩 🍎

Also, with this ride my miles biked in 2019 surpassed my combined totals from 2017 & 2018!",0.0,1.0,0.0,1.0
17365,"A couple of quiet, cold days away near Winchester, VA.",0.0,1.0,0.0,1.0
17366,Got to take Luca to his first Duke game this weekend. He’s not sure if his favorite part was getting a hot dog or seeing his favorite player score a career-high 31 points. #dukebasketball #letsgoduke #bullcity,0.0,1.0,0.0,1.0
17367,"Biking totals for 2019.

Completed my first half-century ride in May, found Andrea a bike to do a lot more family riding, bought some warmer gear to keep commuting in colder weather, and saved about $1000 by getting to/from work via bike instead of metro. 
Goal for 2020: crack 3000 miles! 
#yearinsport #biking #bikecommute #strava",0.0,1.0,0.0,1.0
17368,"Well, 2019 sure ended on a high note. The Ruses are now a party of five after welcoming Nolan Coleman Ruse into the world yesterday! Grateful to be able to add to our family and excited to watch this kid grow up. 
#thatNewBabySmell",0.0,1.0,0.0,1.0
17369,Looking forward to digging into these reads I was gifted for Christmas. Where to start? 🤔,0.0,1.0,0.0,1.0
17370,"Some of my favorite un-grammed photos of E from the past year.

It felt like she was two for such a long time. Yesterday we celebrated her 3rd birthday with a unicorn cake. Elowen loves life and I hope she never loses that joy. 
Happy Birthday, kid. 
#threenager #Eis3",0.0,1.0,0.0,1.0
17371,"“This feels like a dream!” I think Luca enjoyed his sixth birthday. 😂🥳 Happy Birthday, buddy!",0.0,1.0,0.0,1.0
17372,"Celebrated our anniversary last night with dinner alone on the patio after the kids were in bed.

10 years in and just getting started.",0.0,1.0,0.0,1.0
17373,"“Actually, we who engage in nonviolent direct action are not the creators of tension. We merely bring to the surface the hidden tension that is already alive. We bring it out in the open, where it can be seen and dealt with. Like a boil that can never be cured so long as it is covered up but must be opened with all its ugliness to the natural medicines of air and light, injustice must be exposed, with all the tension its exposure creates, to the light of human conscience and the air of national opinion before it can be cured.” - MLK, Letter from a Birmingham Jail",0.0,1.0,0.0,1.0
17374,Our first family photo as a family of 5. Only took 6 months 😂. Happy Independence Day!,0.0,1.0,0.0,1.0
17375,"1/3 Melted, 1/3 Browned, 1/3 Charred.

When your AirBNB supplies you with a bucket full of S’mores ingredients. 🙌🏻",0.0,1.0,0.0,1.0
17376,Hiked with the fam at Great Falls today. Took a little longer than we planned but we made it. 😅 #takeahike,0.0,1.0,0.0,1.0
17377,A rewarding end to our Giro Del Gelato on an 89 degree day. #girodelgelato2020,0.0,1.0,0.0,1.0
17378,"I resisted for a long time but finally picked up a road bike. 

Once the COVID shutdown started I’ve been doing longer rides to make up for my lost bike commutes. I also began riding more on roads due to the trails being overcrowded. That led to looking for something that was more comfortable on lengthier outings and easier on the climbs up the hills of Arlington. 

By the time I landed on a bike I wanted there were only two left in the country in my size due to everybody buying bikes this summer. I contacted a shop in Ohio that was willing to ship the bike to my local bike store and even cover the shipping and assembly costs!

Still going to keep the trusty hybrid around for riding with the kids and commuting once I go back in to the office (next year? 🤞🏻).

#newbikeday #roubaix #lycra #cycling #biking #specializedroubaix2020 #sharetheroad #nplusone",0.0,1.0,0.0,1.0
17379,Keeping our kids motivated while hiking = waterfall destinations and plenty of snack stops. Thankful for all of the great trails we have access to in Northern VA. #latergram,0.0,1.0,0.0,1.0
17380,Time to build.,0.0,1.0,0.0,1.0
17381,"One.

Happy first birthday, buddy! 🥳",0.0,1.0,0.0,1.0
17382,"2020 was a hard year in many ways but it ended up being a great year on the bike. I was still able to reach my mileage goal dispute losing my regular commute to COVID, overcrowded trails forced me to discover some great new road routes, and I became much less wary of all the hills around here after investing in a road bike.

I really missed biking Luca to school and taking rides as a family, but now that Nolan is old enough to wear a helmet hopefully we’re able to do much more of that in 2021 😄.",0.0,1.0,0.0,1.0
17383,"Today’s lunch: Virginia Honey Butter Chicken Sandwich and 🍟, via @queenmothersdc. 😋",0.0,1.0,0.0,1.0
17384,I'd usually only get Blue Moon when buying beer but I make an exception for Barbãr 😍,1.0,1.0,0.0,0.0
17385,"It's that time again! Hey, it's 8pm so it's okay!",1.0,1.0,0.0,0.0
17386,The heat already this morning! It's officially time to start using this again 😂,1.0,1.0,0.0,0.0
17387,No chance I was waiting until Thursday for internet! Huawei mobile box to the rescue!,1.0,1.0,0.0,0.0
17388,It's time for Rum 'N' Avalon!,1.0,1.0,0.0,0.0
17389,"Are you in there, @lilg4583? 😂😂😂 Just kidding 😘",1.0,1.0,0.0,0.0
17390,Discovered this with @lilg4583 at the weekend... An instant addition to the favourites list!,1.0,1.0,0.0,0.0
17391,Still no Agnes... 😂,1.0,1.0,0.0,0.0
17392,So true... ❤️ @lilg4583,1.0,1.0,0.0,0.0
17393,Trying something new!,1.0,1.0,0.0,0.0
17394,Giant Otters!,1.0,1.0,0.0,0.0
17395,Just Chillin',1.0,1.0,0.0,0.0
17396,What'chu Lookin' At?!,1.0,1.0,0.0,0.0
17397,Rhino Baby! 🦏,1.0,1.0,0.0,0.0
17398,Managed to get another photo with the much better half!! I'm gonna enjoy this day 😂 @lilg4583,1.0,1.0,0.0,0.0
17399,How is the Mini Me going to high school already?!,1.0,1.0,0.0,0.0
17400,The collection grows! 😍,1.0,1.0,0.0,0.0
17401,They've finally fallen apart! Need some V-Moda M100's as a replacement!!,1.0,1.0,0.0,0.0
17402,This should buy me some peace and quiet... And probably some messy walls 😂,1.0,1.0,0.0,0.0
17403,Had heard our work had a gym and sauna but thought they were joking until today!,1.0,1.0,0.0,0.0
17404,You know you've got a keeper when she looks at you like that 😍,1.0,1.0,0.0,0.0
17405,Kiddo made the creepiest of faces so I balanced it out with a Minion!,1.0,1.0,0.0,0.0
17406,No coke? It's still Bayou time!,1.0,1.0,0.0,0.0
17407,Got those limited edition beans 😍,1.0,1.0,0.0,0.0
17408,Proud of kiddo ❤️,1.0,1.0,0.0,0.0
17409,A new rum for the collection! Thanks to the best sister and sister-in-law! 🤗,1.0,1.0,0.0,0.0
17410,Obligatory Tree Photo! 🎄🎅,1.0,1.0,0.0,0.0
17411,Damn that was good. Which is even more surprising cause it was easy enough that even I didn't make a mess of cooking it!,1.0,1.0,0.0,0.0
17412,Boy or Mermaid?!,1.0,1.0,0.0,0.0
17413,Needed that 😍🍔,1.0,1.0,0.0,0.0
17414,"Bye bye, S7 Edge and strange versions of Android!",1.0,1.0,0.0,0.0
17415,It's that time 🍺,1.0,1.0,0.0,0.0
17416,The green smoothies are back! 😁,1.0,1.0,0.0,0.0
17417,Genuinely so much nicer than it looks! 😂,1.0,1.0,0.0,0.0
17418,"These two 😂 though the one on the right could be mistaken for a lion, they both are actually cats.",1.0,1.0,0.0,0.0
17419,The lion made a new den...,1.0,1.0,0.0,0.0
17420,That first coffee in new house... Everything else may be a giant mess but priorities! ☕,1.0,1.0,0.0,0.0
17421,Just Chillin',1.0,1.0,0.0,0.0
17422,Making my own Nespresso pods 😁,1.0,1.0,0.0,0.0
17423,I'm definitely no artist/illustrator 😂 spending my afternoon attempting to sketch pandas!,1.0,1.0,0.0,0.0
17424,Moved over to digital for this morning sketching!,1.0,1.0,0.0,0.0
17425,👷🐼 Making some panda progress! Could get used to doing this 😂,1.0,1.0,0.0,0.0
17426,❤️,1.0,1.0,0.0,0.0
17427,Cam made the family in modelling clay 😂,1.0,1.0,0.0,0.0
17428,U-534 U-Boat... Seen better days!,1.0,1.0,0.0,0.0
17429,Before there was Instagram,1.0,1.0,0.0,0.0
17430,Enjoying time away from the desk,1.0,1.0,0.0,0.0
17431,Little @avalonstar Pebble #avalonLOVE,1.0,1.0,0.0,0.0
17432,"Rocks ready to hide! By me, kiddo, @lilg4583 and @_layla_236",1.0,1.0,0.0,0.0
17433,Follows me around the office ❤️🐕,1.0,1.0,0.0,0.0
17434,Present from the sister and sis-in-law 😍⌚,1.0,1.0,0.0,0.0
17435,"Hey human, stop working and stroke me! Can't say no to that face 😂🐶 #officedog",1.0,1.0,0.0,0.0
17436,🐱 Just Chillin',1.0,1.0,0.0,0.0
17437,"INSANE front gate! Never knew there were houses so big, so close to ours!",1.0,1.0,0.0,0.0
17438,Napping after her first run in with the local bully cat!,1.0,1.0,0.0,0.0
17439,The stealthiest of stealthy cats... 😂,1.0,1.0,0.0,0.0
17440,Can't tell if impressed or ready to kill us 😂,1.0,1.0,0.0,0.0
17441,Radiator is her best friend...,1.0,1.0,0.0,0.0
17442,Something a bit different! Vanilla Tea for our Nespresso machine and damn it's good!,1.0,1.0,0.0,0.0
17443,Stroll up Moel Famau this morning 😊,1.0,1.0,0.0,0.0
17444,Got my meet my new nephew today for the first time! 😍❤️,1.0,1.0,0.0,0.0
17445,Cam & Eddie ❤️,1.0,1.0,0.0,0.0
17446,Batman claims this tree 🌲,1.0,1.0,0.0,0.0
17447,Kids did the tree! Just about managed to learn to share that one 😂,1.0,1.0,0.0,0.0
17448,I think I've got Ugly Christmas Jumper Day in the bag this year... It's gonna be hard topping this! 😂🎅🎄,1.0,1.0,0.0,0.0
17449,Clearly it's hard work lounging in the sun next to a warm radiator! 😂,1.0,1.0,0.0,0.0
17450,Being Santa's Little Helper has worn him out. Hard life isn't it?! 😂❤️,1.0,1.0,0.0,0.0
17451,Birds seem to prefer our lawn for some reason 😂,1.0,1.0,0.0,0.0
17452,Beats having soup in work every day!,1.0,1.0,0.0,0.0
17453,You'd think she was our cat 😂🌝,1.0,1.0,0.0,0.0
17454,We may be starting to get a little carried away... #dayjob,1.0,1.0,0.0,0.0
17455,@dilatedpeoples @therealrakaa Top 5 DoA 🔥,1.0,1.0,0.0,0.0
17456,Trump thinks?! 😂,1.0,1.0,0.0,0.0
17457,Cash says hi! He's a boxer-lab mix if wondering! 🐶,1.0,1.0,0.0,0.0
17458,Human! Let me in! I refuse to walk to the open door right next to this one!,1.0,1.0,0.0,0.0
17459,Chilling on her throne in front of the fire 😂,1.0,1.0,0.0,0.0
17460,My humans tried to tell me there was no more fish! 😂,1.0,1.0,0.0,0.0
17461,It's a girl! 😁❤️,1.0,1.0,0.0,0.0
17462,New addition to my office desk! 😁❤️,1.0,1.0,0.0,0.0
17463,Best desk buddy…,1.0,1.0,0.0,0.0
17464,2-4-1 O'Clock!,1.0,1.0,0.0,0.0
17465,Blind Pig has Blue Moon now! (And a piano too 😂) — somebody's actually playing it rather than sitting on it!!! #goodsideofwirral,1.0,1.0,0.0,0.0
17466,She said yes! 😁😍💍,1.0,1.0,0.0,0.0
17467,"Find somewhere else, dad. I've taken your spot in the bed!",1.0,1.0,0.0,0.0
17468,The kiddo's playing VR games at @_vr_here_,1.0,1.0,0.0,0.0
17469,Turns out I'm alright with a bow and arrow 😂,1.0,1.0,0.0,0.0
17470,Puppy selfie!,1.0,1.0,0.0,0.0
17471,We did it. #mario #supermariobros,1.0,1.0,0.0,0.0
17472,Morning walk 😁,1.0,1.0,0.0,0.0
17473,Chillin' in my tree…,1.0,1.0,0.0,0.0
17474,Discovered some Spiderman powers…,1.0,1.0,0.0,0.0
17475,First time playing some airsoft over the weekend! Lots of fun and lots of mud 🤣,1.0,1.0,0.0,0.0
17476,"I was long overdue an upgrade! Enter the Eureka Mignon Specialità and Lelit Anna PL41TEM — Picked up a Fellow Atmos and some Square Mile Red Brick to get going!

#espresso #hellofellow",1.0,1.0,0.0,0.0
17477,So I'm a complete novice when it comes to latte art but I'm getting there with basic hearts at last!,1.0,1.0,0.0,0.0
17478,Eastah dinnah #massachusetts #lambtastic #bahhhhh,1.0,1.0,0.0,0.0
17479,47,1.0,1.0,0.0,0.0
17480,Passed out doggo #latergram,1.0,1.0,0.0,0.0
17481,Swell day for a match,1.0,1.0,0.0,0.0
17482,Cool clouds,1.0,1.0,0.0,0.0
17483,Spring,1.0,1.0,0.0,0.0
17484,Beach,1.0,1.0,0.0,0.0
17485,Sugar flowers,1.0,1.0,0.0,0.0
17486,Okonomiyaki #bonitodance #latergram,1.0,1.0,0.0,0.0
17487,City spirit,1.0,1.0,0.0,0.0
17488,Sunset,1.0,1.0,0.0,0.0
17489,Rainy morning,1.0,1.0,0.0,0.0
17490,Stickah,1.0,1.0,0.0,0.0
17491,Grillin',1.0,1.0,0.0,0.0
17492,Vermont <3 #latergram,1.0,1.0,0.0,0.0
17493,Vermont <3,1.0,1.0,0.0,0.0
17494,Sidewalk oasis,1.0,1.0,0.0,0.0
17495,Smokin' duck,1.0,1.0,0.0,0.0
17496,Penny,1.0,1.0,0.0,0.0
17497,Boston gets a much needed shower #summerrains #thunderstorm #rain #washthedirtaway,1.0,1.0,0.0,0.0
17498,Dinner #ramennoodles #ramen🍜 #soup #noodles #itswhatsfordinner,1.0,1.0,0.0,0.0
17499,My office for the day #coop #roof #chickens #farmstead #summahjobs #sweetday,1.0,1.0,0.0,0.0
17500,Roofin,1.0,1.0,0.0,0.0
17501,Purple,1.0,1.0,0.0,0.0
17502,Vermont <3,1.0,1.0,0.0,0.0
17503,@threepennytap with @3megs drinking @hillfarmstead Society & Solitude #vermontsfinest #beer,1.0,1.0,0.0,0.0
17504,Breakfast #duckeggs #45grainbread #coffeetime #vermont #love,1.0,1.0,0.0,0.0
17505,@alch3mistb33r #ipa #love #focalbanger #notinthecan #fail,1.0,1.0,0.0,0.0
17506,@alch3mistb33r Skadoosh #vermont #beer,1.0,1.0,0.0,0.0
17507,Good morning Vermont #unfilteredbeauty @3megs,1.0,1.0,0.0,0.0
17508,Good evening Vermont #love #swoon,1.0,1.0,0.0,0.0
17509,Grillin' #Vermont #lamb #leg #scapes #beautifulday #love my @3megs,1.0,1.0,0.0,0.0
17510,Doggo #Vermont #kingofhisowncastle #douche #dog #dogsofinstagram,1.0,1.0,0.0,0.0
17511,4th of July parade #cabot #vermont #breadandpuppettheater,1.0,1.0,0.0,0.0
17512,Woof @3megs @eclectickollector #vermont #4thofjuly,1.0,1.0,0.0,0.0
17513,#vermont #smores #4thofjuly #northeastkingdom @3megs,1.0,1.0,0.0,0.0
17514,Snoring @3megs #spoiled #doggo,1.0,1.0,0.0,0.0
17515,New ink from @lilarees at Rock City Tattoo #vermont #ladytattooer #foxtattoo #moontattoo #watercolortattoo  #slyfox,1.0,1.0,0.0,0.0
17516,Mushrooms,1.0,1.0,0.0,0.0
17517,Vermont #summerfun,1.0,1.0,0.0,0.0
17518,Summah,1.0,1.0,0.0,0.0
17519,Quiet moment,1.0,1.0,0.0,0.0
17520,...a little every day 🙏🏼,1.0,1.0,0.0,0.0
17521,Stretch your wings...,1.0,1.0,0.0,0.0
17522,Feather,1.0,1.0,0.0,0.0
17523,"Moving day, Boston #shitshow #citylife #boston",1.0,1.0,0.0,0.0
17524,Pals #mismatched #friends #bff4eva,1.0,1.0,0.0,0.0
17525,Game face #tomato #hatesfruit  #seedy @3megs,1.0,1.0,0.0,0.0
17526,Party #shrooms watch out for the #fungi,1.0,1.0,0.0,0.0
17527,Low clouds hiding downtown #boston,1.0,1.0,0.0,0.0
17528,Last night,1.0,1.0,0.0,0.0
17529,Red sky in the morning...,1.0,1.0,0.0,0.0
17530,Hoppy Halloween 👻,1.0,1.0,0.0,0.0
17531,#takashimurakami @mfaboston and @3megs,1.0,1.0,0.0,0.0
17532,Fall colors #newengland #fall,1.0,1.0,0.0,0.0
17533,#pancakes #homemade #maplesyrup #vt,1.0,1.0,0.0,0.0
17534,Phun with Photoshop,1.0,1.0,0.0,0.0
17535,"Gnocchi with black trumpet mushrooms, Gorgonzola, and a sauce of white wine, butter and garlic. #foodporn",1.0,1.0,0.0,0.0
17536,Prep for 15,1.0,1.0,0.0,0.0
17537,Cookin',1.0,1.0,0.0,0.0
17538,"Tasty Vermont beer
#clouddropdipa #upperpassbeer #vermontbeer 8.0% 60IBU",1.0,1.0,0.0,0.0
17539,Food court got a refresh 👍🏻,1.0,1.0,0.0,0.0
17540,Red sky at morning...,1.0,1.0,0.0,0.0
17541,"Florida flea market, had to take the fams. I could spend all day here, @3megs not so much.",1.0,1.0,0.0,0.0
17542,Deerfield Beach for snacks and people watching with @3megs @snaithbert,1.0,1.0,0.0,0.0
17543,"Darn good eatin' 👍🏻
-
#dukesbbq #southcarolina #bbq #cafetería #southernfood #smokedpork #hushpuppy #collardgreens #cracklins #tomatosauce #sweetpickles",1.0,1.0,0.0,0.0
17544,"Good morning Virginia -
#roadtrip #virginia #coldstart 15F #brrr",1.0,1.0,0.0,0.0
17545,"Last of the Pretty Things. Like all their projects this one has aged really well. ""Fumapapa"" smoked imperial Russian stout from @prettythingsbeer 👍🏻
-
#prettythingsbeer #smoked #imperialstout #russianstout #massachusettsbeer #newenglandbeer #lastbottle #beerporn",1.0,1.0,0.0,0.0
17546,"Time to hunker down I guess 💨❄️☃️
-
#noreaster #wintahstorm #newengland #snowblowah #snowday",1.0,1.0,0.0,0.0
17547,Snowanderer,1.0,1.0,0.0,0.0
17548,And so it begins... thanks @skiter_girl for the snap 📸,1.0,1.0,0.0,0.0
